date, pm25, pm10, o3, no2, so2, co
2015/11/5, , 28, , 18, , 10
2015/11/6, , 26, , 19, , 9
2015/11/7, , 24, , 11, , 8
2015/11/8, , 16, , 11, , 7
2015/11/9, , 23, , 13, , 7
2015/11/10, , 30, , 19, 1, 10
2015/11/11, , 41, , 25, 1, 10
2015/11/12, , 42, , 21, 1, 9
2015/11/13, , 35, , 21, 1, 8
2015/11/14, , 41, , 28, , 11
2015/11/15, , 29, , 17, 1, 9
2015/11/16, , 20, , 11, , 6
2015/11/17, , 24, , 15, 1, 8
2015/11/18, , 30, , 20, 1, 9
2015/11/19, , 30, , 23, , 9
2015/11/20, , 39, , 21, 1, 9
2015/11/21, , 24, , 16, , 8
2015/11/22, , 29, , 14, , 7
2015/11/23, , 22, , 14, , 7
2015/11/24, , 30, , 20, , 10
2015/11/25, , 32, , 18, , 10
2015/11/26, , 27, , 15, , 7
2015/11/27, , 23, , 16, 1, 8
2015/11/28, , 32, , 19, 1, 8
2015/11/29, , 40, , 16, 1, 9
2015/11/30, , 24, , 13, , 7
2015/12/1, , 17, , 11, , 6
2015/12/2, , 27, , 15, 1, 8
2015/12/3, , 36, , 19, 1, 8
2015/12/4, , 28, , 18, 4, 9
2015/12/5, , 31, , 18, 1, 9
2015/12/6, , 35, , 21, 1, 9
2015/12/7, , 19, , 14, , 8
2015/12/8, , 20, , 16, 1, 7
2015/12/9, , 29, , 19, 1, 8
2015/12/10, , 32, , 19, 1, 9
2015/12/11, , 19, , 19, , 9
2015/12/12, , 30, , 22, 1, 9
2015/12/13, , 40, , 25, 1, 12
2015/12/14, , 20, , 13, , 7
2015/12/15, , 27, , 24, , 8
2015/12/16, , 29, , 24, , 9
2015/12/17, , 19, , 16, , 7
2015/12/18, , 32, , 24, 1, 9
2015/12/19, , 34, , 30, 1, 11
2015/12/20, , 35, , 24, 1, 10
2015/12/21, , 25, , 23, 1, 9
2015/12/22, , 29, , 24, , 10
2015/12/23, , 29, , 25, 1, 10
2015/12/24, , 39, , 25, 1, 10
2015/12/25, , 28, , 17, , 8
2015/12/26, , 36, , 15, , 9
2015/12/27, , 25, , 13, , 6
2015/12/28, , 20, , 11, , 6
2015/12/29, , 19, , 16, , 7
2015/12/30, , 18, , 16, , 6
2015/12/31, , 17, , 14, 1, 7
2016/1/4, , 14, , 8, , 5
2015/7/2, , 35, , 21, 2, 12
2015/7/3, , 47, , 16, 1, 13
2015/7/4, , 36, , 13, 1, 8
2015/7/5, , 27, , 11, 1, 6
2015/7/6, , 22, , 19, 2, 10
2015/7/7, , 38, , 16, 1, 13
2015/7/8, , 39, , 12, 1, 11
2015/7/9, , 36, , 9, , 6
2015/7/10, , 22, , 14, 1, 16
2015/7/11, , 44, , 12, 1, 14
2015/7/12, , 37, , 13, 1, 14
2015/7/13, , 40, , 16, 1, 16
2015/7/14, , 46, , 19, 2, 14
2015/7/15, , 50, , 27, 2, 14
2015/7/16, , 57, , 23, 1, 11
2015/7/17, , 47, , 22, 1, 13
2015/7/18, , 55, , 22, 2, 15
2015/7/19, , 54, , 15, 1, 11
2015/7/20, , 42, , 15, 2, 13
2015/7/21, , 52, , 13, 1, 7
2015/7/22, , 36, , 16, 1, 7
2015/7/23, , 28, , 18, 1, 9
2015/7/24, , 39, , 17, 1, 9
2015/7/25, , 38, , 15, , 11
2015/7/26, , 27, , 12, , 6
2015/7/27, , 26, , 18, 1, 12
2015/7/28, , 37, , 27, 1, 11
2015/7/29, , 48, , 33, 2, 15
2015/7/30, , 56, , 28, 1, 13
2015/7/31, , 55, , 28, 1, 17
2015/8/1, , 57, , 26, 1, 16
2015/8/2, , 57, , 17, 1, 13
2015/8/3, , 49, , 22, 2, 14
2015/8/4, , 60, , 30, 2, 13
2015/8/5, , 62, , 29, 2, 13
2015/8/6, , 56, , 29, 3, 18
2015/8/7, , 70, , 28, 3, 20
2015/8/8, , 74, , 28, 2, 16
2015/8/9, , 66, , 19, 1, 9
2015/8/10, , 46, , 21, 1, 9
2015/8/11, , 43, , 25, 1, 10
2015/8/12, , 47, , 28, 1, 10
2015/8/13, , 52, , 26, 2, 11
2015/8/14, , 55, , 26, 2, 11
2015/8/15, , 56, , 21, 1, 12
2015/8/16, , 55, , 19, 1, 10
2015/8/17, , 51, , 25, 1, 10
2015/8/18, , 48, , 21, 2, 13
2015/8/19, , 65, , 19, 1, 8
2015/8/20, , 58, , 15, , 6
2015/8/21, , 26, , 17, 1, 7
2015/8/22, , 26, , 20, , 7
2015/8/23, , 35, , 17, 1, 9
2015/8/24, , 47, , 17, 1, 7
2015/8/25, , 25, , 18, 1, 10
2015/8/26, , 33, , 28, 1, 13
2015/8/27, , 49, , 21, 1, 10
2015/8/28, , 33, , 19, 1, 12
2015/8/29, , 42, , 22, 1, 9
2015/8/30, , 36, , 19, 1, 14
2015/8/31, , 46, , 29, 2, 15
2015/9/1, , 61, , 19, 2, 11
2015/9/2, , 58, , 16, 1, 7
2015/9/3, , 26, , 26, 1, 10
2015/9/4, , 42, , 20, 1, 10
2015/9/5, , 33, , 14, 1, 7
2015/9/6, , 23, , 15, 1, 8
2015/9/7, , 25, , 18, , 11
2015/9/8, , 36, , 24, , 13
2015/9/9, , 27, , 20, 1, 10
2015/9/10, , 29, , 18, 1, 11
2015/9/11, , 43, , 17, , 8
2015/9/12, , 23, , 16, 1, 7
2015/9/13, , 18, , 12, 1, 6
2015/9/14, , 17, , 16, 2, 7
2015/9/15, , 26, , 22, 1, 10
2015/9/16, , 35, , 21, 1, 14
2015/9/17, , 55, , 28, 1, 12
2015/9/18, , 52, , 29, 2, 15
2015/9/19, , 61, , 27, 1, 10
2015/9/20, , 45, , 13, , 6
2015/9/21, , 30, , 28, 1, 10
2015/9/22, , 48, , 30, 2, 13
2015/9/23, , 44, , 31, 2, 12
2015/9/24, , 9, , 38, 3, 15
2015/9/25, , 20, , 35, 3, 14
2015/4/2, , 36, , 17, , 7
2015/4/3, , 33, , 11, , 5
2015/4/4, , 28, , 13, , 6
2015/4/5, , 29, , 10, , 6
2015/4/6, , 28, , 9, , 3
2015/4/7, , 23, , 11, 1, 6
2015/4/8, , 22, , 18, 1, 7
2015/4/9, , 34, , 21, 1, 8
2015/4/10, , 42, , 21, 1, 8
2015/4/11, , 39, , 18, 1, 7
2015/4/12, , 36, , 17, 1, 8
2015/4/13, , 40, , 22, 1, 8
2015/4/14, , 43, , 19, 1, 7
2015/4/15, , 41, , 23, 1, 10
2015/4/16, , 46, , 17, , 9
2015/4/17, , 35, , 24, 1, 9
2015/4/18, , 44, , 17, 1, 8
2015/4/19, , 36, , 18, 1, 9
2015/4/20, , 38, , 19, 1, 10
2015/4/21, , 36, , 10, , 7
2015/4/22, , 27, , 17, 1, 10
2015/4/23, , 26, , 17, 1, 5
2015/4/24, , 33, , 15, 1, 8
2015/4/25, , 30, , 8, , 4
2015/4/26, , 16, , 10, , 5
2015/4/27, , 19, , 19, 1, 7
2015/4/28, , 32, , 17, 1, 7
2015/4/29, , 33, , 12, 1, 6
2015/4/30, , 26, , 14, 1, 7
2015/5/1, , 21, , 14, 1, 6
2015/5/2, , 23, , 18, 1, 7
2015/5/3, , 32, , , , 
2015/5/6, , 26, , 12, 2, 10
2015/5/7, , 35, , 12, , 7
2015/5/8, , 28, , 14, 2, 8
2015/5/9, , 28, , 17, 1, 9
2015/5/10, , 36, , 17, 1, 13
2015/5/11, , 39, , 13, 1, 8
2015/5/12, , 26, , 14, 1, 8
2015/5/13, , 25, , 14, 1, 6
2015/5/14, , 20, , 17, 2, 9
2015/5/15, , 34, , 19, 2, 10
2015/5/16, , 43, , 19, 1, 9
2015/5/17, , 43, , 13, 1, 7
2015/5/18, , 28, , 20, 2, 10
2015/5/19, , 45, , 17, 2, 10
2015/5/20, , 43, , 20, 2, 9
2015/5/21, , 42, , 19, 1, 8
2015/5/22, , 41, , 20, 1, 10
2015/5/23, , 37, , 15, 1, 11
2015/5/24, , 43, , 12, 1, 8
2015/5/25, , 35, , 21, 1, 12
2015/5/26, , 51, , 20, 1, 9
2015/5/27, , 36, , 20, 1, 10
2015/5/28, , 45, , 16, 1, 7
2015/5/29, , 36, , 16, 1, 9
2015/5/30, , 31, , 12, 1, 11
2015/5/31, , 40, , 10, , 7
2015/6/1, , 20, , 13, , 9
2015/6/2, , 24, , 15, 1, 10
2015/6/3, , 31, , 20, 1, 12
2015/6/4, , 41, , 19, 1, 11
2015/6/5, , 40, , 20, 1, 15
2015/6/6, , 50, , 13, 1, 16
2015/6/7, , 53, , 13, 1, 13
2015/6/8, , 41, , 20, 2, 15
2015/6/9, , 55, , 24, 2, 16
2015/6/10, , 62, , 23, 2, 14
2015/6/11, , 60, , 27, 2, 11
2015/6/12, , 53, , 17, 1, 9
2015/6/13, , 28, , 17, 1, 11
2015/6/14, , 42, , 13, 1, 9
2015/6/15, , 45, , 15, 1, 8
2015/6/16, , 29, , 15, 2, 9
2015/6/17, , 36, , 19, 2, 15
2015/6/18, , 48, , 14, 1, 12
2015/6/19, , 45, , 12, , 5
2015/6/20, , 13, , 15, 3, 8
2015/6/21, , 22, , 15, 1, 9
2015/6/22, , 27, , 20, 2, 16
2015/6/23, , 51, , 15, 2, 10
2015/6/24, , 48, , 14, 1, 6
2015/6/25, , 17, , 16, 3, 7
2015/6/26, , 26, , 18, 2, 8
2015/6/27, , 30, , 18, 1, 9
2015/6/28, , 31, , 13, 1, 12
2015/6/29, , 47, , 18, 2, 16
2015/6/30, , 56, , 15, 1, 10
2015/7/1, , 47, , 17, 1, 9
2015/1/2, , 25, , 11, , 5
2015/1/3, , 22, , 9, , 5
2015/1/4, , 16, , 8, , 5
2015/1/5, , 14, , 21, 2, 9
2015/1/6, , 31, , 18, 1, 9
2015/1/7, , 30, , 27, 7, 8
2015/1/8, , 39, , 25, 1, 9
2015/1/9, , 30, , 27, 1, 10
2015/1/10, , 42, , 19, , 9
2015/1/11, , 37, , 18, 1, 9
2015/1/12, , 34, , 28, , 9
2015/1/13, , 34, , 33, 1, 10
2015/1/14, , 42, , 29, , 9
2015/1/15, , 41, , 26, , 8
2015/1/16, , 36, , 21, , 8
2015/1/17, , 39, , 18, 1, 9
2015/1/18, , 39, , 15, 1, 7
2015/1/19, , 35, , 22, 1, 8
2015/1/20, , 41, , 28, 1, 10
2015/1/21, , 45, , 18, , 7
2015/1/22, , 35, , 10, , 5
2015/1/23, , 17, , 10, , 5
2015/1/24, , 18, , 15, 1, 7
2015/1/25, , 24, , 13, , 5
2015/1/26, , 18, , 19, , 7
2015/1/27, , 30, , 21, 1, 7
2015/1/28, , 28, , 24, 1, 8
2015/1/29, , 34, , 15, , 6
2015/1/30, , 36, , 8, , 5
2015/1/31, , 18, , 8, , 5
2015/2/1, , 25, , 10, , 5
2015/2/2, , 15, , 17, , 8
2015/2/3, , 23, , 22, , 9
2015/2/4, , 31, , 26, , 9
2015/2/5, , 37, , 17, , 8
2015/2/6, , 22, , 17, 1, 9
2015/2/7, , 25, , 14, , 7
2015/2/8, , 21, , 15, , 6
2015/2/9, , 27, , 19, , 8
2015/2/10, , 31, , 17, , 9
2015/2/11, , 28, , 17, , 8
2015/2/12, , 26, , 19, , 9
2015/2/13, , 33, , 26, , 10
2015/2/14, , 39, , 19, 1, 8
2015/2/15, , 30, , 10, , 6
2015/2/16, , 19, , 13, , 6
2015/2/17, , 22, , 12, , 5
2015/2/18, , 15, , 15, , 7
2015/2/19, , 20, , 12, , 6
2015/2/20, , 22, , 17, , 7
2015/2/21, , 27, , 21, 1, 10
2015/2/22, , 36, , 11, , 6
2015/2/23, , 26, , 22, 1, 8
2015/2/24, , 36, , 21, 1, 9
2015/2/25, , 35, , 27, 1, 10
2015/2/26, , 32, , 22, 1, 9
2015/2/27, , 32, , 21, , 10
2015/2/28, , 40, , 11, , 7
2015/3/1, , 19, , 7, , 4
2015/3/2, , 22, , 17, 1, 6
2015/3/3, , 32, , 22, 1, 8
2015/3/4, , 40, , 22, 1, 8
2015/3/5, , 40, , 23, 1, 10
2015/3/6, , 46, , 25, 1, 10
2015/3/7, , 42, , 23, 1, 11
2015/3/8, , 31, , 15, , 7
2015/3/9, , 18, , 19, , 10
2015/3/10, , 24, , 15, , 8
2015/3/11, , 24, , 15, , 8
2015/3/12, , 26, , 17, , 10
2015/3/13, , 31, , 22, , 12
2015/3/14, , 33, , 23, 1, 13
2015/3/15, , 37, , 19, , 9
2015/3/16, , 27, , 21, 1, 10
2015/3/17, , 34, , 29, 1, 11
2015/3/18, , 39, , 24, 1, 11
2015/3/19, , 41, , 24, 1, 11
2015/3/20, , 36, , 25, , 12
2015/3/21, , 39, , 17, , 10
2015/3/22, , 33, , 8, , 5
2015/3/23, , 21, , 18, 3, 8
2015/3/24, , 32, , 17, 3, 7
2015/3/25, , 29, , 20, 2, 8
2015/3/26, , 35, , 21, , 8
2015/3/27, , 42, , 28, 1, 10
2015/3/28, , 47, , 20, , 8
2015/3/29, , 38, , 15, , 7
2015/3/30, , 30, , 15, , 9
2015/3/31, , 30, , 14, , 8
2015/4/1, , 30, , 20, , 8
2014/10/2, , 35, , 13, 1, 6
2014/10/3, , 17, , 14, 2, 7
2014/10/4, , 26, , 12, 2, 6
2014/10/5, , 18, , 10, 1, 5
2014/10/6, , 21, , 19, 1, 6
2014/10/7, , 26, , 27, 2, 10
2014/10/8, , 43, , 30, 2, 13
2014/10/9, , 52, , 32, 2, 13
2014/10/10, , 54, , 33, 2, 14
2014/10/11, , 59, , 31, 2, 14
2014/10/12, , 60, , 24, 2, 11
2014/10/13, , 51, , 38, 2, 15
2014/10/14, , 73, , 38, 1, 11
2014/10/15, , 51, , 20, 1, 8
2014/10/16, , 48, , 29, 1, 9
2014/10/17, , 49, , 22, , 8
2014/10/18, , 40, , 24, 1, 10
2014/10/19, , 38, , 19, 1, 13
2014/10/20, , 60, , 17, , 7
2014/10/21, , 18, , 13, 2, 5
2014/10/22, , 35, , 13, 1, 6
2014/10/23, , 25, , 18, 1, 7
2014/10/24, , 33, , 24, 1, 10
2014/10/25, , 44, , 23, , 10
2014/10/26, , 40, , 17, , 8
2014/10/27, , 26, , 17, 2, 6
2014/10/28, , 27, , 19, 2, 7
2014/10/29, , 28, , 23, 1, 9
2014/10/30, , 41, , 28, 2, 12
2014/10/31, , 59, , 27, 1, 9
2014/11/1, , 49, , 25, , 11
2014/11/2, , 29, , 14, , 8
2014/11/3, , 26, , 25, 1, 10
2014/11/4, , 38, , 25, 1, 14
2014/11/5, , 33, , 14, , 8
2014/11/6, , 15, , 18, 1, 8
2014/11/7, , 15, , 23, , 10
2014/11/8, , 21, , 18, , 9
2014/11/9, , 17, , 10, , 7
2014/11/10, , 20, , 14, 1, 6
2014/11/11, , 23, , 19, 1, 3
2014/11/12, , 32, , 29, 1, 10
2014/11/13, , 48, , 25, 1, 10
2014/11/14, , 47, , 15, , 7
2014/11/15, , 21, , 10, 1, 6
2014/11/16, , 18, , 7, , 4
2014/11/17, , 16, , 15, 2, 9
2014/11/18, , 28, , 18, 5, 7
2014/11/19, , 33, , 24, 2, 9
2014/11/20, , 40, , 26, 2, 10
2014/11/21, , 42, , 30, 2, 13
2014/11/22, , 51, , 24, 1, 
2014/11/23, , 42, , 11, 1, 
2014/11/24, , 26, , 18, 1, 
2014/11/25, , 29, , 22, , 
2014/11/26, , 34, , 20, , 
2014/11/27, , 23, , 12, , 
2014/11/28, , 15, , 14, 1, 
2014/11/29, , 21, , 12, 1, 
2014/11/30, , 20, , 12, 1, 
2014/12/1, , 24, , 18, 1, 
2014/12/2, , 34, , 19, , 9
2014/12/3, , 31, , 19, , 9
2014/12/4, , 32, , 17, , 9
2014/12/5, , 32, , 11, , 6
2014/12/6, , 20, , , , 
2014/12/11, , 26, , , , 9
2014/12/12, , 26, , 15, , 11
2014/12/13, , 28, , 10, , 8
2014/12/14, , 17, , 10, , 10
2014/12/15, , 33, , 11, 2, 6
2014/12/16, , 29, , 15, 3, 7
2014/12/17, , 33, , 20, 2, 8
2014/12/18, , 39, , 23, 1, 10
2014/12/19, , 43, , 26, 2, 11
2014/12/20, , 45, , , , 
2014/12/23, , 20, , 11, , 6
2014/12/24, , 11, , 11, , 6
2014/12/25, , 16, , 11, , 6
2014/12/26, , 20, , 18, 1, 7
2014/12/27, , 31, , 18, 2, 8
2014/12/28, , 30, , 16, , 8
2014/12/29, , 34, , , , 
2014/7/2, , 51, , 40, 3, 26
2014/7/3, , 71, , 35, 3, 20
2014/7/4, , 74, , 36, 3, 20
2014/7/5, , 72, , 30, 2, 21
2014/7/6, , 72, , 14, 2, 14
2014/7/7, , 53, , 20, 2, 16
2014/7/8, , 61, , 11, , 5
2014/7/9, , 17, , 13, 1, 6
2014/7/10, , 20, , 15, , 8
2014/7/11, , 21, , 17, 1, 9
2014/7/12, , 28, , 15, 1, 9
2014/7/13, , 29, , 10, 1, 6
2014/7/14, , 23, , 20, 3, 8
2014/7/15, , 39, , 23, 2, 10
2014/7/16, , 43, , 27, 2, 13
2014/7/17, , 47, , 26, 2, 18
2014/7/18, , 59, , 19, 1, 10
2014/7/19, , 38, , 13, , 6
2014/7/22, , 54, , 30, 3, 13
2014/7/23, , 54, , 27, 3, 15
2014/7/24, , 59, , 16, 1, 8
2014/7/25, , 38, , 13, 1, 10
2014/7/26, , 30, , 18, 48, 11
2014/7/27, , 38, , 7, , 4
2014/7/28, , 16, , 17, 2, 8
2014/7/29, , 26, , 16, 2, 8
2014/7/30, , 31, , 22, 2, 9
2014/7/31, , 38, , 26, 1, 12
2014/8/1, , 46, , 29, 2, 18
2014/8/2, , 57, , 20, 1, 13
2014/8/3, , 50, , 17, 1, 13
2014/8/4, , 49, , 25, 2, 14
2014/8/5, , 63, , 12, 1, 6
2014/8/6, , 30, , 22, 2, 8
2014/8/7, , 45, , 24, 3, 18
2014/8/8, , 61, , 17, 2, 11
2014/8/9, , 39, , 14, 1, 8
2014/8/10, , 25, , 15, 1, 11
2014/8/11, , 33, , 25, 2, 18
2014/8/12, , 65, , 30, 3, 19
2014/8/13, , 86, , 17, 2, 10
2014/8/14, , 41, , 16, 4, 8
2014/8/15, , 29, , 17, 3, 8
2014/8/16, , 36, , 13, 1, 7
2014/8/17, , 32, , 17, 1, 8
2014/8/18, , 27, , 23, 32, 7
2014/8/19, , 34, , 18, 1, 9
2014/8/20, , 33, , 22, 3, 9
2014/8/21, , 41, , 28, 2, 11
2014/8/22, , 41, , 33, 2, 15
2014/8/23, , 59, , 30, 51, 19
2014/8/24, , 65, , 22, 31, 15
2014/8/25, , 61, , 23, 2, 15
2014/8/26, , 64, , 36, 2, 20
2014/8/27, , 61, , 17, , 8
2014/8/28, , 34, , 20, 3, 8
2014/8/29, , 39, , 18, 3, 9
2014/8/30, , 41, , 20, 1, 9
2014/8/31, , 38, , 13, 1, 8
2014/9/1, , 37, , 22, 1, 13
2014/9/2, , 30, , 28, 2, 15
2014/9/3, , 47, , , , 
2014/9/4, , 28, , , , 
2014/9/5, , 22, , , , 
2014/9/6, , 28, , , , 
2014/9/7, , 40, , , , 
2014/9/8, , 41, , , 2, 
2014/9/9, , 40, , 32, 2, 14
2014/9/10, , 52, , 28, 2, 13
2014/9/11, , 53, , 24, 2, 13
2014/9/12, , 58, , 24, 3, 9
2014/9/13, , 43, , 26, 2, 10
2014/9/14, , 45, , 20, 2, 10
2014/9/15, , 47, , 27, 2, 13
2014/9/16, , 63, , 19, 1, 8
2014/9/17, , 38, , 18, 2, 7
2014/9/18, , 34, , 22, 2, 9
2014/9/19, , 45, , 22, 1, 12
2014/9/20, , 33, , 23, 1, 12
2014/9/22, , 8, , 14, 1, 6
2014/9/23, , 31, , 25, 2, 9
2014/9/24, , 40, , 21, 1, 12
2014/9/25, , 51, , 29, 1, 13
2014/9/26, , 73, , 27, 1, 14
2014/9/27, , 57, , 18, , 10
2014/9/28, , 26, , 13, 1, 8
2014/9/29, , 24, , 20, 1, 12
2014/9/30, , 39, , 28, 2, 14
2014/10/1, , 42, , 23, 1, 10
2014/4/2, , 32, , 16, , 8
2014/4/3, , 24, , 19, 2, 10
2014/4/4, , 33, , 14, 3, 9
2014/4/5, , 23, , 19, 2, 9
2014/4/6, , 31, , 15, , 9
2014/4/7, , 30, , 25, 2, 15
2014/4/8, , 42, , 34, 2, 14
2014/4/9, , 50, , 28, 2, 13
2014/4/10, , 48, , 18, 1, 8
2014/4/11, , 27, , 29, 2, 12
2014/4/12, , 45, , 18, 1, 11
2014/4/13, , 37, , 11, , 7
2014/4/14, , 15, , 14, 1, 8
2014/4/15, , 19, , 19, 2, 12
2014/4/16, , 29, , 18, 2, 12
2014/4/17, , 31, , 22, 2, 11
2014/4/18, , 29, , 17, 1, 9
2014/4/19, , 25, , 24, 1, 12
2014/4/20, , 37, , 11, , 7
2014/4/21, , 18, , 12, , 7
2014/4/22, , 18, , 18, 1, 12
2014/4/23, , 33, , 13, 1, 8
2014/4/24, , 29, , 11, , 6
2014/4/25, , 14, , 16, 2, 8
2014/4/26, , 23, , 15, 2, 8
2014/4/27, , 25, , 11, 1, 6
2014/4/28, , 18, , 15, 3, 7
2014/4/29, , 28, , , 3, 9
2014/4/30, , 43, , , 4, 13
2014/5/1, , 52, , , 1, 7
2014/5/2, , 41, , , 3, 11
2014/5/3, , 48, , , 3, 9
2014/5/4, , 46, , , 2, 9
2014/5/5, , 39, , , 2, 14
2014/5/6, , 55, , 35, 3, 15
2014/5/7, , 76, , 30, 4, 25
2014/5/8, , 69, , 32, 3, 15
2014/5/9, , 66, , 18, 1, 8
2014/5/10, , 34, , 13, , 6
2014/5/11, , 21, , 12, 1, 6
2014/5/12, , 19, , 24, 2, 9
2014/5/13, , 33, , 31, 3, 13
2014/5/14, , 50, , 34, 3, 15
2014/5/15, , 35, , 34, 2, 12
2014/5/16, , 54, , 22, 1, 15
2014/5/17, , 55, , 18, 2, 8
2014/5/18, , 31, , 18, 1, 8
2014/5/19, , 35, , 23, 1, 11
2014/5/20, , 39, , 30, 4, 12
2014/5/21, , 49, , 24, 3, 17
2014/5/22, , 29, , 18, 1, 13
2014/5/24, , 25, , 14, , 8
2014/5/25, , 14, , 14, , 10
2014/5/26, , 21, , 13, 1, 11
2014/5/27, , 32, , 11, 1, 7
2014/5/28, , 29, , 14, 1, 7
2014/5/29, , 5, , 17, 4, 9
2014/5/30, , 41, , 23, 4, 10
2014/5/31, , 35, , 21, 3, 16
2014/6/1, , 42, , 11, 1, 12
2014/6/2, , 38, , 13, 1, 7
2014/6/3, , 29, , 23, 3, 9
2014/6/4, , 33, , 25, 3, 16
2014/6/5, , 49, , 22, 3, 16
2014/6/6, , 56, , 23, 2, 19
2014/6/7, , 44, , 20, 2, 25
2014/6/8, , 56, , 14, 1, 13
2014/6/9, , 39, , 16, 1, 9
2014/6/10, , 32, , 15, 1, 8
2014/6/11, , 20, , 21, 3, 11
2014/6/12, , 32, , 19, 2, 9
2014/6/13, , 35, , 18, 2, 15
2014/6/14, , 42, , 19, 2, 17
2014/6/15, , 52, , 19, 1, 10
2014/6/16, , 37, , 22, 2, 11
2014/6/17, , 41, , 23, 1, 12
2014/6/18, , 47, , 22, , 11
2014/6/19, , 42, , 8, , 4
2014/6/20, , 11, , 17, 2, 8
2014/6/21, , 26, , 17, 3, 9
2014/6/22, , 29, , 16, 1, 7
2014/6/23, , 30, , 21, 2, 14
2014/6/24, , 49, , 27, 2, 16
2014/6/25, , 55, , 27, 3, 19
2014/6/26, , 71, , 29, 3, 19
2014/6/27, , 72, , 30, 3, 21
2014/6/28, , 77, , 23, 2, 20
2014/6/29, , 71, , 12, 1, 10
2014/6/30, , 55, , 15, 1, 8
2014/7/1, , 33, , 23, 2, 13
2014/1/2, , 26, , 9, , 6
2014/1/3, , 21, , 18, 1, 10
2014/1/4, , 36, , 9, , 6
2014/1/5, , 21, , 5, 1, 4
2014/1/6, , 14, , 19, 1, 8
2014/1/7, , 38, , 17, 2, 9
2014/1/8, , 39, , 25, 1, 9
2014/1/9, , 36, , 23, 1, 9
2014/1/10, , 36, , 30, 1, 12
2014/1/11, , 44, , 21, 1, 12
2014/1/12, , 40, , 17, , 7
2014/1/13, , 25, , 21, 1, 14
2014/1/14, , 37, , 22, 1, 15
2014/1/15, , 36, , 23, 1, 10
2014/1/16, , 30, , 26, 1, 12
2014/1/17, , 33, , 23, 2, 13
2014/1/18, , 39, , 23, 1, 10
2014/1/19, , 34, , 12, 1, 7
2014/1/20, , 20, , , , 
2014/1/22, , 33, , 24, 1, 10
2014/1/23, , 36, , 24, , 13
2014/1/24, , 63, , 26, , 14
2014/1/25, , 53, , 18, , 10
2014/1/26, , 30, , 15, , 8
2014/1/27, , 31, , 22, 1, 10
2014/1/28, , 42, , 20, 1, 9
2014/1/29, , 41, , 24, 1, 10
2014/1/30, , 43, , 30, 2, 12
2014/1/31, , 47, , 31, 2, 14
2014/2/1, , 50, , 27, 2, 11
2014/2/2, , 51, , 15, , 8
2014/2/3, , 38, , 21, 1, 11
2014/2/4, , 41, , 21, 1, 10
2014/2/5, , 42, , 28, 2, 11
2014/2/6, , 47, , 26, 2, 11
2014/2/7, , 46, , 27, 2, 12
2014/2/8, , 47, , 26, 2, 12
2014/2/9, , 45, , 20, 1, 10
2014/2/10, , 38, , 27, 1, 14
2014/2/11, , 44, , 27, 2, 12
2014/2/12, , 48, , 25, 2, 11
2014/2/13, , 46, , 25, 1, 10
2014/2/14, , 47, , 23, 1, 9
2014/2/15, , 33, , 17, , 9
2014/2/16, , 18, , 15, , 9
2014/2/17, , 19, , 16, 1, 9
2014/2/18, , 24, , 14, 3, 9
2014/2/19, , 27, , 13, 1, 8
2014/2/20, , 30, , 17, 2, 10
2014/2/21, , 40, , 23, 2, 12
2014/2/22, , 41, , 21, 1, 11
2014/2/23, , 39, , 14, , 8
2014/2/24, , 30, , 22, 1, 12
2014/2/25, , 32, , 26, 1, 15
2014/2/26, , 39, , 26, 1, 14
2014/2/27, , 39, , 26, 1, 12
2014/2/28, , 44, , 24, 1, 13
2014/3/1, , 31, , 16, , 7
2014/3/2, , 23, , 15, 1, 9
2014/3/3, , 29, , 14, , 4
2014/3/4, , 25, , 14, , 7
2014/3/5, , 26, , 19, 1, 15
2014/3/6, , 39, , 16, , 11
2014/3/7, , 30, , 26, 1, 13
2014/3/8, , 37, , 21, 1, 11
2014/3/9, , 26, , 15, , 9
2014/3/10, , 35, , 24, 1, 14
2014/3/11, , 41, , 24, 1, 11
2014/3/12, , 43, , 25, 1, 13
2014/3/13, , 34, , 21, 1, 10
2014/3/14, , 32, , 27, 1, 14
2014/3/15, , 37, , 21, 1, 11
2014/3/16, , 33, , 18, , 11
2014/3/17, , 30, , 25, 1, 12
2014/3/18, , 36, , 32, 1, 11
2014/3/19, , 44, , 30, , 10
2014/3/20, , 43, , 25, 1, 11
2014/3/21, , 38, , 17, , 10
2014/3/22, , 39, , 12, , 10
2014/3/23, , 24, , 7, 1, 6
2014/3/24, , 18, , 16, 3, 10
2014/3/25, , 28, , 18, 2, 10
2014/3/26, , 32, , 16, 3, 9
2014/3/27, , 26, , 17, 2, 10
2014/3/28, , 27, , 20, 2, 10
2014/3/29, , 32, , 21, 1, 8
2014/3/30, , 34, , 15, , 9
2014/3/31, , 30, , 21, 1, 11
2014/4/1, , 33, , 20, 1, 11
2025/2/4, , , , 20, , 6
2017/6/28, , , , 29, 2, 12
2016/11/16, , , , 11, , 
2016/11/18, , , , 10, , 7
2016/2/1, , , , 25, 1, 7
2016/2/22, , , , 21, , 11
2016/2/23, , , , 20, , 8
2015/10/2, , , , 26, 1, 10
2015/9/26, , , , 27, , 11
2015/9/27, , , , 18, , 9
2015/9/28, , , , 23, , 10
2015/9/29, , , , 23, 1, 9
2015/9/30, , , , 22, , 9
